,review_text,review_date,review_star_rating,reviewer_city,review_useful_count,review_funny_count,review_cool_count
220,I love the flavours and the quality of the meat. I've tried a number of dishes and liked them all. Great portions too.,2018-05-06,5.0,North York,0,0,0
221,My friends and I ordered the lunch combo and I was pleasantly surprised will all the food that come on the plate. I got the lamb curry with medium heat. The lamb was a bit tough but I liked the overall flavour and the heat was good enough for me. The daal curry was bland and the veggie pakoras were a bit overcooked because they were really dry and crunchy. I liked everything else on the plate. The servers were nice and they brought us a complimentary papadum to nibble on before they took our orders.,2016-10-05,2.0,Toronto,0,0,0
222,"Tried Banjara again. Curries are still delicious but the naan left something to be desired. A friend from out of town said that it was chewy and room-temperature. Considering my last yelp review said the same thing, I consider this a trend and a concern.",2013-09-02,3.0,Toronto,1,0,0
223,Not sure what the fuss is about. The food is mediocre and the atmosphere is ok. We are missing some decent Indian food at the Annex.,2016-07-09,2.0,Toronto,0,0,0
224,"Great prices, really delicious food. I think I'd bring my Indian family here and they'd be just as impressed. The neighbour is a little rundown in this area and seems sketchy, but maybe I'm just too elite now...But obviously this isn't accounted for in the review. I do think the restaurant could use a little makeover though.I really enjoyed my Paneer Makhani and I thought getting the dinner platter was a good deal, considering the mains don't come with rice.Service however, was weird. They have these buttons near each table that I guess you can use to call for service, but I found the servers were super vigilant and sometimes a little intrusive. We were asked if we were finished...while my guy was still eating. I also don't understand why they have to take the order via their phone because it seems like they're texting. Or maybe the server was...who knows?I'd come back here if my guy ever had an Indian food craving again. I don't get those cravings since...y'know...I'm Indian.",2013-10-25,3.0,Toronto,0,1,0
225,"Ordered takeout from Banjara, so can't comment on the service/ambiance of the restaurant itself. I found that the veggie samosas were bland and underseasoned, whereas the papadum were way too salty. Garlic naan was loaded with garlic and decent enough. The chana masala and the eggplant bharta were on par with what I've had at other Indian restaurants. Agree with other reviewers that the medium hot is quite spicy enough for those with a penchant for spicy foods. After eating our meal, both my boyfriend and I felt a bit ill and extremely thirsty afterwards, almost like an MSG reaction. I'm assuming it was from the saltiness of the papadum, but I don't think I would order from Banjara again.",2013-06-27,2.0,Toronto,1,1,0
226,"After high anticipation, as suggested by a afriend and from reading all the reviews I tried this restaurant. I must say that the positive comments I have read about this place was always about the food. I should have noticed the lack of mention of service, because this was terrible!! Our waitress was constantly on her IPHONE and the restaurant had people waiting to be seated. She kept forgetting to bring us what we asked for, including utensils. The hot dish, WAS HOT!! I am glad we only ordered the one dish as hot. I have to say there was not anything that stood out as extremely appetiziing whatsoever. I don't know if it was a bad day in general for the enitre staff.When we complained to the manager he apologized profusely and and then too $10 off our bill. Nice touchthank s",2013-12-04,3.0,Toronto,0,1,0
227,"Best indian food ever!  If you like chicken dishes almost all of their chicken dishes have white breast meat.  The food is just amazing.  The staff are quick and efficient.  Nothing bad to say. The decor is not fancy, but the food makes up for it.  For a casual night out its great.",2016-09-19,5.0,Toronto,0,0,0
228,Seriously one of Toronto's best places to get Indian food. Great attentive service. The food is always so tasty. And I can never finish the huge portions (I get to save it for later!)They got a sheltered outdoor patio now and that is probably the best thing to happen to this small restaurant. Absolutely love the expanded seated area.,2013-10-16,5.0,Toronto,0,1,0
229,"Yeah spicy is spicy.  I thought I could take spicy and then we ordered spicy.  Had to order a raita just to calm the waters.  Overall, everything we ordered was good:  -Onion bhajias were perfectly round veggie patties instead of the expected exploded fritters but still good.-Butter chicken, chicken tikka masala were as expected.  -Shrimp dopiaza was a miss.  We all agreed it smelled and tasted too fishy.  Although the shrimp was huge, the scent was too kooky for us to enjoy the dish.  Lots and lots of selection, you'll definitely find something you like.",2013-06-02,3.0,Oakville,1,1,0
230,"I like my soccer, and as such, I like my beer as well.  And after a find day of both, I like to partake of yet another British tradition, the curry.  The usual suspects of the Indian Rice Factory (yelp.ca/biz/indian-rice-…), Bombay Palace (yelp.ca/biz/bombay-palac…), and well, any place on Gerrard come to mind, but as always I'm looking for newer places to try.  Step forward my buddy who introduced me to Banjara.The interior is brightly lit with ceiling-to-floor windows that give the place an air of a converted donut shop.  Do not be fooled.  You're ushered in promptly by staff that are as helpful as they are efficient, ensuring that any needs or concerns you have are met Then there's the food.  Ordering with a pack of people can be a chore, and you have to stand by your guns to ensure that you get the dishes that you want.  To be honest, I could care less what food hits the table so long as we've got Basmati rice and Naan bread dropped off at the table.  II was not disappointed.  As for the other entrees (curried chicken, Alu Gobi, etc etc and so on) every dish came out fast, fresh, hot, and tasty.  Get shot of the donut-shop exterior.  The true Indian flavour is found inside.",2008-11-28,5.0,Ottawa,0,0,0
231,"Very good food. For vegetarians, I will recommend Malai Kofta. Great customer service. All servers are very nice. Although, if busy you may have to wait outside.Will certainly recommend if looking for good Indian food.",2015-10-13,4.0,Toronto,0,1,0
232,Moderately priced high quality Indian cuisibe. A wide variety on the menu including many vegetarian options. I had the chicken korms...i adked for it hot as the will customize the dish to your taste. Try the Cheetah beer on tap.,2016-06-20,4.0,Toronto,0,0,0
233,"I won't make this super long. After living in India for over a year before moving to Toronto I have been on the hunt for great Indian food in my new city. Lots of people told me to go to little india and try Lahore Tikka House. While I enjoyed Lahore, I found it super oily and more akin to Pakistani food than Indian.Banjara is the opposite, very fresh, not crazy oily, and far more Indian. Look, this place is not a 5 star restaurant, so don't go in expecting one. However, the prices are super reasonable, the food is amazing and fresh, and it makes the whole area smell AWESOME!In particular, I love the Paneer Makhani...I haven't had it that good since a hill station in northern India that still haunts. That meal still haunts my dreams.Go in with reasonable expectations, and enjoy a nearly authentic Indian meal.",2012-09-11,4.0,Toronto,6,1,2
234,So I've been here a few times. The quality and freshness of the food is difficult to beat. The servers are patient and helpful. We ended up getting the Combo Platters for dinner. I had the lamb and boyfriend had the butter chicken. Both were great! Good value for the money - choice of side dishes with rice pudding for dessert. It's not cheap but it is very good.,2015-07-09,4.0,Toronto,0,1,0
235,"I haven't been here in forever. But the last time I was here, it was awesome. My friend and I sat on the patio and enjoyed some amazing butter chicken. We both had ordered the butter chicken platter for each of ourselves. We both had leftovers and left satisfied. When I'm craving some butter chicken, I'll have to remember to come here. From what I recall, the service was mediocre but they were also really busy. I figure this place might be better for takeout.Solid quality, good portions and fair prices!",2013-06-24,4.0,Toronto,0,1,0
236,"Friendly but slow staff. The butter chicken tastes amazing. I like that we could choose the spiciness level of the food. The cheese naan was a delight, really enjoyed it, super  cheesy. The mango lassi was surprisingly addicting; though, the portion of it was small. Overall good atmosphere and I'd return. Best Indian food I've had so far.",2015-11-08,4.0,Woodbridge,0,0,0
237,"I love the goat curry and the butter chicken.. The best!!!! The place is not that fancy, a bit dim, and it is a medium sized restaurant.Authentic Indian restaurant., buzzer at the side of the tables when you need service. Now that is cool!! Good food at a very Affordable price",2015-01-08,4.0,Toronto,1,2,0
238,I went on a Thursday night and order food for take out. The restaurant was very busy and a little too hectic for a nice sit down dinner so I would probably stick to take out.The food was decent but not mind blowing.What we ate:- chicken tikka masala (4/5): developed tastes and fresh. - Daal makhani (3/5): good flavor a little to creamy for my liking- garlic naan (1/5): overkill on the garlic!- pea pulao rice (3/5): pretty fresh but a little overwhelming with the curry dishesI would give this place one more shot just because my fellow Yelpers seem to love it!,2012-10-01,3.0,Toronto,2,3,1
239,As far as yummy Indian food goes I'd have to say that this place definitely qualifies as a stellar option. It's always busy which is usually a clear indication that the food must be good. And it is yummy. I also love that there's a little pager button under the table to get the servers attention when you are ready to order your meal.,2016-05-03,4.0,Toronto,0,0,0
240,"This place give AMAZING value - I went recently and both of us got their veggie thali which was HUGE. We really could have just ordered one as we had way too much food. The service was great as everyone is super friendly PLUS they have free parking!The food overall was good, with exception to their dhal - which usually is my fav dish - nonetheless, overall I still give it a 4/5.",2013-06-21,4.0,Toronto,0,0,1
241,"Bah. Good food. Horrible service. That about sums this place up. Went on a Saturday night and we were seated in the non-LLBO section. Was too impatient to wait to get inside. No complaints about that.But man after we sat down we waited like 20 minutes just to get our order taken. And then it took FOREVER to actually get the food. And it came piecemeal. Annoying. We found out at the end that there was a button next to the table we were supposed to press if we wanted them to come over. Completely non-obvious to newbs. The food was good, but not mind-blowingly good. I suppose I would go back if it wasn't a long wait with extremely non-judiciious use of the table button.",2013-01-24,3.0,Toronto,1,1,0
242,"Best Indian food downtown Toronto in my opinion. It's delicious and it's a good value, compared to some of the other places in the city. Their butter chicken and madras chicken are amongst my favorites. I'd recommend getting the garlic naan with whatever your choice or meat or veggie dish. I also love that they have free parking, which is a big plus!",2017-12-13,4.0,Toronto,0,0,0
243,"Going to keep this one short and sweet.Been here several times.  Food is always delicious, excellent service, and portions generous.  Banjara is considered to have one of the best Butter Chicken dishes in the city according to BlogTO....and me :DI often come here with a vegetarian who loves what they have to offer as well.If you've got a craving for good indian food that won't break the bank, this is a MUST TRY!!*edit* If you have the option of either dining in, or taking out.  TAKE-OUT GENERALLY HAS LARGER PORTIONS!  Just a heads up.",2012-06-05,4.0,Toronto,8,1,5
244,"FILTHY WASHROOMS.Oh Bajnara. I r like your food. In fact, in the past two weeks I visited your restaurant twice . It will stop today since I visited your washroom.  The toilet was broken. The handle on the toilet seat was missing . It would not flush. Old urine in the toilet.  The baby cot caked in dirt. It appeared as though it had been a very long time since the bathroom was cleaned. The  oversized waste bins were  overflowing  with trash and the open drain on the floor caked with mud and something wet.  The walls were filthy, paint pealing. I lost my appetite. The conclusion that I came to is that hygiene is very low on the list of priorities. It's disturbing to think what could be going on in the kitchen.PLEASE CLEAN YOUR BATHROOMS. FIX THE TOILET. REPAIR THE TILES. PAINT YOUR WALLS. GET RID OF THE CAKED DIRT. You are sabotaging what should have been an enjoyable lunch.",2014-08-23,1.0,Los Angeles,3,0,0
245,"When this place opened about 4-5 years ago I LOVED it. Honestly, I was so happy that I could finally get decent Indian food in my hood'! I was seriously suffering from withdrawal after having moved back from the U.K. and could only find crap Indian.Now, it's still good but I have to say it's gone downhill over the years. With popularity it has given way to smaller less tasty portions, crappier service, less meat in dishes than previous, etc. You know the drill.On top of that, the place is always rammed so it's a waiting game. You 're best to get take away.Now, the best thing about it that I discovered more recently, is that you can ask for them to use less oil in your dishes (because if you eat here you know the dishes are usually drowning in oil). I love the Lamb Rogan Josh, for example, without the oil. With the oil I gain 10 pounds just looking at it. In brief, there are many great dishes here but they are not up to the quality they once were. Go here with high expectations that are slightly curbed, get take away to avoid the bad service and long wait, and ask for less oil in your dishes to avoid cardiac arrest!",2012-10-15,3.0,Niagara,2,0,0
246,wouldn't rate it very high as some of the previous reviewers did. I prefer the near by madras masala. but it also might be my bias towards dosas. well I was impressed by jeera rice - it was a nice touch. but the other two dishes... eggplant with tomatoes and hmmm the other dish escapes my mind... anyway both of them were a bit too mushy for my liking. not my fave for the prices.,2013-01-13,3.0,Toronto,1,0,0
247,Best Indian food in Toronto! I am vegan and I really enjoyed the Bhendi Masala and the Chana Masala both veggie items that are also dairy free. Check it out if you're in the Cristie Pitts neighbourhood.,2015-12-06,5.0,Hamilton,0,0,0
248,"I got a veggie combo for delivery as well as the samosa. I wouldn't say I am an expert at Indian food however I thought it was very good for fast take out. The delivery took about an hour however the man explained to me the reason why it was long because my other order was for butter chicken and that took long to cook. Orginally he said it was going to be 60 to90 minutes and I was going to cancel the order if it was going to be 90 minutes because would just be too long be he assured me he would only be 60 minutes and the delivery man did come in an hour. The veggie combo was about 12 dollars but it was a lot of food so it was soooo worth. Really delicious and so filling. I think the service was very good as well as the food, the only thing I didn't like was the delivery man. He was a bit rude. Overall it was good  I would defiantly order it again.",2016-02-15,4.0,Toronto,0,0,0
249,"Love this place:)Been there just the two of us, in a party of four, in a party of nine, and have had takeaway and delivery. I now feel qualified to give this a solid five stars. The combo plates are great value, and their amazing baingan bartha should be on every list of ""100 Foods to Eat before ...""",2013-06-23,5.0,Somerville,0,0,0
250,We always order from this place. I love the chicken. Saag and my partner loves and the somosas are yummy. A must try restaurant in Toronto.,2015-12-30,5.0,Toronto,0,0,0
251,"Solidly good dining experience with pros and cons to it.Dinner menu is reasonably priced with sharable entrees, which is nice. We were 3. We ordered the Tandoori Fish (salmon), Malak Paneer and Butter chicken.-The fish was nicely cooked albeit a little overdone as it came on a fajita-like sizzling platter. It looked delish but a little dry and tasted salty. It came with a lot though and was good value.-The Paneer was nice and had basically the same sauce as the butter chicken.-The butter chicken was a little dry. The sauce was good and had flavour and spice but I felt spice wasn't balanced enough in either dish (we ordered hot). The thing is, it mostly just tasted tomatoey and peppery which isn't -really- a bad thing but I like my butter chickens to come through really sweet and nutty at the same time.-My friend got the salty lassi, and it tasted good, but was so small for the price! -Similar feeling for the dessert we ordered - and I loved the Rasmalai (it's like sweet curdled milk balls) but it was 4.50 for only two pieces.The service was kinda varied. There is a funny ring-bell you need to push. Our main waitress was friendly and attentive but most others seemed indifferent and didn't speak really. -Our rice never arrived so we had to ring to ask, and it came shortly after. -My friend was irritated with the woman who came to clean the table because she was taking away plates without asking, when my friend wasn't done with them. -Also that particular waitress waited around for my friend to finish which was a little awkward.SO! overall it's good, but I have another favourite in the area, so a MAYBE for return visit.",2013-05-23,3.0,Toronto,0,0,0
252,"Definitely the best indian food in toronto.. we have been coming here for over a yeat now and have never been disappointed.. the place is always oaxked, but the service is top notch ALWAYS! Must eat here if you are an indian food fan, honestly even if you aren't.. you will be blown away!",2015-06-10,5.0,Toronto,0,0,0
253,"Honestly, this is the best Indian food that I've ever had.  I coordinated an all-staff lunch for 45 coworkers and the food was amazing.  Granted, some of it may not look the most appetizing- but shovel that stuff in. You won't regret it- promise.",2014-11-17,5.0,Toronto,0,2,1
254,"Overall good Indian food - was not blown away by it but would probably order again! We got delivery, and it took a loooooong time (they do say on their online order form that it will take anywhere from 45-90 minutes so I guess just be forewarned)! On the other hand, their online order service is very easy to use so that is a bonus.Be wary of the 'spice levels'. There were 6: mild, mild-medium, medium, medium-hot, hot and spicy. I think I have a pretty good spice tolerance, as does my fiance, but we ordered the medium-hot and our mouths were on FIRE. Almost couldn't taste the food. Would recommend going down a level on their scale!",2013-06-04,3.0,Toronto,0,0,0
255,"I came here with some friends and my bf for rainy day food or ""pakors"" as he told me it was called and I was very impressed! I reply loved all the spices and seasonings on every good item. I will say beware if you are not good at handling spicy good however I love it so I was in heaven! The outter layout of this restaurant does not do it justice. The inside layout and decor is lovely! And we were seated by the window which I thought was a very nice experience. I will say they need a better system when it is busy, but all in all I was not disappointed in one bit. The good hit the spot, did not break the bank, and pricing for beers both local and imported (which I find pairs amazingly with spicy goods) were a steal! I Will definitely be back to try more menue items!",2015-04-20,4.0,Downtown Core,0,0,0
256,"The bloom is off the roti, or put another way this place has gotten a little big for its bhindi. Being always busy means being always harried and getting a table here is neither a reliable or enjoyable prospect. They don't take reservations and this could mean a serious wait. Our group of six stood around the restaurant for 45 minutes (and I was there 15 minutes before that) as they accomodated two-tops and four-tops ahead of us. All that said, I think their menu features some of the best Indian in the city and it's always at the top of my recommendations. But standing around hungry in a crowded restaurant is *not* the best.",2012-02-16,4.0,Toronto,6,3,0
257,Went here at least 3 times a moth got 10 years. I've moved now but the taste and quality of the food remains unmatched no matter where I look. It's absolutely the best Indian food I have eaten,2017-06-19,5.0,Toronto,0,0,0
258,"1.5 stars (because the Paneer Tikka and Paneer Makhani were just delicious).We went to Banjara for dinner on a Tuesday night to celebrate a birthday. There was ample parking. The place appeared quite full. The ambiance was old and boring. For appetizers, we ordered the Paneer Tikka (amazing when piping hot), chicken tikka (very poorly spiced), cauliflower tikka (meh) and vegetable pakoras (meh). For the mains we had Dal curry, spinach, veg korma, andhra chicken and paneer makhani. Everything except the paneer was just awful. Although the naan was warm (we ordered garlic and methi), that is to be expected from every Indian restaurant which serves punjabi food.  Seeing as to how this place is owned by Andhra people, we ordered the Biryani, which sucked. It seemed as though they had large pre made batches of the stuff and they just spooned some into a serving dish.The staff was friendly but just terrible at service. When we asked our server for her recommendations, she had none! Also,  we had to beckon them repeatedly to place our order, clear our plates, etc. while they huddled around playing on their iphones. We ordered some wine with the dinner and the server put the unopened bottle of wine (luckily it had a twist cap) on our table and walked away! lol Overall: The food was terrible, and the service was bad. Would never go back. It did however provide an opportunity to make a lot of fun of my buddy who picked this place!",2012-02-09,1.0,Toronto,6,2,2
259,"Best Indian food I've had in a long while, thanks Banjara! Good value, and definitely good taste.  I'd make this my regular place if it were closer to home.  I'll be back.I like that we got variety out of their combo offerings.  We finished our meals (just barely) and were able to choose the mains that we wanted.Service - Nice.  Even though the place was empty, we had to flag their attention a bit as they had just opened.  But, their niceness and promptness made up for everything.Beef Korma - Sweet & rich, moreso than others I've had in the city.  Delicious!Lamb Rogan Josh - Nice deep flavour.Rice & veggies & desserts - All very consistently good.",2015-05-07,5.0,Toronto,0,0,0
260,Best Indian food in the city but delivery sucks. The website says 60-90 minutes but constantly is over 2 hours. I am less than 5kms away. This happens repeatedly and does not matter if there is traffic or not. On top of that the driver has an attitude and once asked me to come down to pick up the food. Unacceptable. As much as I like their food I will not order from there again.,2016-10-10,1.0,Toronto,1,0,0
261,"May the gods help you if you try this place. You are gonna get soooooooo fat. We go there for takeout, so I can't comment on the service, but...Unbelievable mattar paneer. Ridiculous butter chicken (so says meat-eating husband). I don't think I actually deserve naan that good. Takeout is amazing. Just don't look the next day when you take your leftover second half out of the fridge and the top is solid. That's called flavour, my friends. So good.Enjoy.",2015-01-01,5.0,Niagara,0,1,0
262,"I really enjoyed my delivery order tonight! I do think it's the best Indian restaurant I've found in Toronto. I ordered butter chicken, peas pilau, garlic naan, meat samosas, papadums. This is the first time I tried this restaurant and it won't be the last. Portion size was huge, and they put a lot of pieces of tender chicken breast, not just a few chunks of cheaper dark meat like some restaurants. Delivery took an hour which is very reasonable. Peas pilau has LOTS of onions which was different than I'm used to but I enjoyed it. They even threw in a complimentary small rice pudding. I don't know if it was deliberate or a mistake but it was a nice surprise!",2017-10-05,5.0,St John's Wood,0,0,0
263,"Banjara, the jewel of crusty pits.  I'm not sure if it's just me, but one of the drawbacks to Indian food is that unless it's a buffet you don't really get to try a lot of dishes.  This problem is solved at Banjara, which offers combinations plates!  I had the Chicken Tikka Masala combo ($12.95) and everything was amazing!Service was cheerful and quick and the restaurant has an upscale feel to it without being expensive.  This place is a great value!The only slight drawback - the washroom wasn't really as clean as it should have been.   Hopefully the next few hours will go well and this review won't need any updating... :P",2010-08-08,5.0,Seattle,8,7,7
264,"Every time I walk past this restaurant, I can smell the delicious spices wafting from inside. The food is fantastic and authentic, and the delivery is quick and efficient.",2015-07-02,4.0,Toronto,0,0,0
265,"Really great Indian food, some of the best I've had outside India.",2015-11-25,4.0,Vancouver,0,0,0
266,"Wow, this place was such a disappointment. I was all prepared to love Banjara considering the rave reviews on Yelp, but it didn't meet my high expectations, and Yelpers tend to spot the strengths. The restaurant has a kitschy Bombay Palace- circa 1990 style. Not a great look considering this place was purchased from a coffee shop not that long ago. I don't claim to be a food connoisseur, but Indian food I know really well actually, having grown up with it, and having been to the best of the best of Indian restaurants in India and Toronto. Banjara, first of all, is not run by Indian chefs. Now I don't really care who makes my food, but Indian food is a highly creative cuisine, and the variety, freshness, and assembly of ingredients is almost wholly based on the origin of the chefs. He or she can make or break the best managed restaurants through their cultural lean; -Northern Punjabi/Mughlai food tends to be creamy, nutty, with saffron, turmeric, cumin, etc. made with ghee and meats are marinated with yoghurt. -Western is sweeter, and tends to use less onions, garlic.-Southern is typically spicy, peppery and is generally oil and water-based, and never creamy nor sweetened.The chefs are Sri Lankan and you can taste it in the food. The spices are southern and lacking in that creamy, nutty, yoghurt based texture seasoned palates come to expect from Mughlai cuisine. Further, the food here isn't fresh. The watery residue from reheating a meal was more than obvious from my Chicken Tikka Masala. Again, if it were fresh, it wouldn't be watery. I noticed mango lassi being prepared right at the bar area from a mango puree can. If you aren't going to make a lassi from scratch, which sadly is extremely easy and inexpensive to do, at least be discrete about it. I also spotted a huge can of Ketchup and MDH grocery store masala on a shelf in the kitchen from my seat. Any semi-decent Indian chef will tell you that you should *always* be making your dishes from freshly ground spices. +1 star for attentive staff. There are some far better options for quality, authentic North Indian food downtown.",2010-11-08,2.0,Toronto,8,5,7
267,"Food was ok, I ordered Palak paneer with tandoori chicken. The cheese was over-cooked. The rasmalai dessert was ok, although it was almost crumbly. The milk was yellow which kind of made me worry but it tasted well and no problems afterwards ;)",2014-10-04,3.0,Etobicoke,0,2,0
268,"As soon as you step inside, your first thought will likely be that there is no possible way this place was built to be an Indian restaurant. The entrance way is virtually non-existent, and stepping through the front door immediately plunges you into the middle of the usually busy and oddly laid out dining room. At the back, a long wooden bar--the type you'd feel comfortable seeing in a Boston Pizza--eclipses the view entirely. The bar is far too big, and completely takes away from the Indian experience, and the only décor to be found is some dated Indian travel posters and a few paintings themed of elephants and palm trees. But trust me, it doesn't matter in the slightest. You likely won't even notice. Why? Because this place churns out some seriously outstanding Indian food that would be just as good if it was served on a picnic table in the neighbouring Christie Pits Park.Savoury and creamy butter chicken, seasoned and spiced chicken masala, bright and soft saffron rice; all of the items you'd expect to see on an Indian menu are here. I've been here a few times, and my opinion is that the best way to order is to share, especially if your experience with Indian food is limited. Ordering a few samosas (meat patties) and cauliflower pakoras (chickpea battered cauliflower), and some peas pulao (flavoured basmati rice), a bowl of chicken masala (chicken with yogourt and spices), a bowl of fish curry (masala spiced-salmon) and a plate of naan bread (Tandoori-fried bread) for example, allows you to try a lot of different things, and can be more than enough to accommodate upwards of 6 people.Now, I don't want to just casually mention the naan bread like that. I'd be doing it a profound injustice. It is absolutely to-die-for beyond good. It is never made ahead of time; it's made right when you order it. It's soft, cooked perfectly, and has a slight charcoal flavour from being expertly cooked in the tandoor. I've stopped in before just to pick up a few pieces of naan and nothing else. If you're there, definitely order it.Pleasantly enough, this place is never at a loss for staff. Any evening you decide to go, you're sure to be taken care of. One of the things--and I cant believe I'm saying this--is that this place may actually be overstaffed. I've gone there before and felt as if I may have been the server's only table, despite being a packed house. It's a true joy to experience.I know I said that the ugly bar and awkward entrance-way don't matter, and they don't for me. But if you're after more than just amazing Indian food, like say, an authentic setting and traditionally dressed staff, then you may want to keep looking; you won't find that here. What you will find is skillfully cooked, delicious food served to you by exceptionally attentive, friendly staff.",2011-01-12,5.0,Toronto,8,1,2
269,"Been to Banjara several times and we order food from there at least once a month.  The food is good, the portions are large, and the value is excellent.It's not a fancy place, very basic, and it's often busy (so plan ahead).  If they have a table of six and you are two, they will put you together if it's busy.  The staff can be a bit gruff when it's busy.The food is similar to restaurants in Delhi (i.e. - northern Indian food) but slightly Canadianized.  They have all the regular foods: butter chicken, dahl, aloo ghobi, etc.  The naan is excellent and made in an authentic fashion.  They don't have a huge selection of chutneys, if that's your thing.Oh, and there are usually a lot of people of Indian decent eating there, so that's a good sign.",2013-09-08,4.0,Toronto,0,0,0
270,"I could eat untold amounts of Paneer Makhani. Like, we're talking ruinous quantities. Luckily, said Paneer Makhani can be yours in as little as 20 minutes. Yep, that's how long it took from the minute I called Banjara for delivery to the moment my doorbell rang and the bag o' delights was handed over to me. 20 minutes!? Logic defying.",2009-09-08,5.0,Toronto,6,3,2
271,Meh. Butter chicken was ok. Some of the veggies dishes and the rice all had the same odd taste. I'd opt for Kings Palace for Indian over this place any day. Garlic naan was good though but not as soft and fresh as it could be.,2014-04-10,2.0,Toronto,2,0,0
272,"Banjara's a nice name.  Starts with the letter B, coincidentally as does the word... Boombastic.~~~I liked the Yelp reviews that I read, before going.I truly did not like the aftermath of ordering their veggie combo.Was it the lentil curry?  Or the eggplant dish, or the cauliflower?  Or the pakoras??  It's a whodunit.  One of the above, or more than just one, are responsible for the tootiness for the following two days that ensued.check.  I was full after eating the, check, tasty food.  I was pleased with the assortment of foods in the combo tray.  check.but *sigh*  both myself and even my female friend reported unusually offensive tooting, that soon enough became a part of our lives.  Which, I can promise you, was upsetting not only to those within our immediate circumference, but also to our own selves.  To fart is one thing, but to fart after having their combo... is something I want to avoid...  at least for the next little while.Would I eat there again?  I guess.  I'm honestly a sucker for Indian food.  But I just don't know what to blame, or avoid.  What would have signalled my body to be so, literally, awfully gassy?",2011-03-26,3.0,Toronto,3,8,2
273,"My fiance and I decided to try Banjara for the first time on Valentine's Day of 2015. After an amazing experience, this is now our ""go-to"" Indian place. Unfortunately we once experienced bad service where we waited 45 minutes to get our appetizer only to realize they had lost our order and it never made it to the kitchen. They gave us 20% off our meal and were very apologetic. We decided to give the restaurant another chance after this and have experienced nothing but great service- must have just been an off day. I have tried many Indian restaurants in Toronto and this is definitely one of my favourites. The food is always good, hot, and fresh. The Malai Kofta here is the best I have ever had with a sauce so decadent and so delicious that just the thought makes me drool. I would list this as one of the most delicious sauces I have ever had. Every time we have ordered this dish we lick our plates clean. Seriously!Other dishes we have tried here are the Chicken Samosas which were very good and not overly spicy (we can't handle much spice), the Pakora- I wish were more crispy- most times we have ordered it, it is  fairly doughy on the outside when you are expecting a crisp bite. We have also ordered the Navratan Korma, the Chicken Korma, the Butter Chicken and the Mutter Paneer. All dishes have been very good, however, the Malai Kofta takes the cake. Please order this next time you visit! You won't regret it.",2015-08-19,4.0,Toronto,0,0,0
274,"Banjara is a freakin' Christie Pitts miracle.  I am a regular there and I can vouch for its consistency and total deliciousness.  Here's my top ten list for what makes Banjara great:10. It's cleaned up the neighbourhood.  That store used to be a seedy Coffee Time.  Then, it was a seedier, ""Coffee Top"" - yup, the new owners didn't bother changing the sign.  Then, if you can believe it, it was a ""Coffee Tip""!  (That was the last straw).  Banjara rescued that little restaurant space next to the park from being forever only a place that only truck drivers or very, very stoned high school students would want to go.9. Friendly staff.  I've met the owner of Banjara twice and he is lovely.  He is humble and friendly and clearly aims to please.  The waitstaff there are quite warm (if not particularly boisterous) and they do a bang-up job playing tetris each night with the hordes that crowd into the restaurant at dinner time.  Sometimes they actually don't do a great job, but we forgive them.  The food is really worth it.8.  Hot means hot.  They've toned down their spice quite a bit from when they first opened (no doubt to sooth our wimpy Canadian tongues), but they can really crank up the heat on demand.  And they always ask how you like it.  With a Kingfisher and some Naan?  Perfect.7. Whole tandoori cauliflower.  Tender, flavourful, sizzling.  Did I mention sizzling?6. Variety.  Daal Makhani is creamy and rich, a typical northern Indian sauce.  But Daal with spinach is light with south Indian curry leaves.  Aloo Baingan sees big chunks of eggplant left in tact, along with creamy pieces of potato, while their Baingan Bharta is super smokey, rich and buttery with tons of ginger.  The spinach fry is spicy and full of spinach flavour not masked by other spices.  5. Convenience.  This area is dying for more good restaurants and (as the dozens of reviews attest) Banjara is in walking distance to those of us living in the area, it has free parking and is right next to the park to boot.  So you can walk off your ghee filled stomach watching kids making out by the swings.4. Rustic spices.  I love dishes that are both complex but you can also taste the individual flavours.  Eating through a dish at Banjara, you bite down on a cardamom pod, a bit of star anise, a crunch of ginger, a dainty curry leaf.  Each flavour is pungent and just right.3. You can tell that each chef has their own unique flair.  We order a lot of the same dishes frequently and each time, while clearly the same recipe, they have a little something different.  One chef loves more ginger, another makes the eggplant a little smokier, you get the idea.  We really enjoy those little differences, since the quality stays high.2. Mango Lassi.  Sour, sweet, cold, creamy.1. Leftovers the next day!Vegetarian score = 9/10.  Large variety of flavours and dishes and no doubts about hidden meat buried in sauces...",2011-04-26,5.0,Toronto,4,2,3
